Country,Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD,Total_Budget_Growth_Pct,Total_Budget_Roll5,Social_Spend_Pct,Guns_Butter_Ratio,Era
Portugal,1950,4.36,7.21,14.06,2.56,0.584,10.77,7.18,14.36,25.13,14.36,0.025,0.042,0.082,0.015,0.063,0.042,0.084,0.147,0.084,5.035971223021574,0.5312,60.76,0.0717577353522054,Cold War (1946-1991)
Portugal,1951,4.36,7.21,14.06,2.56,0.613,10.77,7.18,14.36,25.13,14.36,0.027,0.044,0.086,0.016,0.066,0.044,0.088,0.154,0.088,4.9657534246575485,0.5576000000000001,60.76,0.0717577353522054,Cold War (1946-1991)
Portugal,1952,4.36,7.21,14.06,2.56,0.644,10.77,7.18,14.36,25.13,14.36,0.028,0.046,0.091,0.016,0.069,0.046,0.092,0.162,0.092,5.057096247960846,0.5854000000000001,60.76,0.0717577353522054,Cold War (1946-1991)
Portugal,1953,4.36,7.21,14.06,2.56,0.676,10.77,7.18,14.36,25.13,14.36,0.029,0.049,0.095,0.017,0.073,0.049,0.097,0.17,0.097,4.968944099378891,0.6146,60.76,0.0717577353522054,Cold War (1946-1991)
Portugal,1954,4.36,7.21,14.06,2.56,0.71,10.77,7.18,14.36,25.13,14.36,0.031,0.051,0.1,0.018,0.076,0.051,0.102,0.178,0.102,5.02958579881656,0.6454,60.76,0.0717577353522054,Cold War (1946-1991)
Portugal,1955,4.36,7.21,14.06,2.56,0.746,10.77,7.18,14.36,25.13,14.36,0.033,0.054,0.105,0.019,0.08,0.054,0.107,0.187,0.107,5.070422535211283,0.6778,60.76,0.0717577353522054,Cold War (1946-1991)
Portugal,1956,4.36,7.21,14.06,2.56,0.783,10.77,7.18,14.36,25.13,14.36,0.034,0.056,0.11,0.02,0.084,0.056,0.112,0.197,0.112,4.959785522788218,0.7118,60.76,0.0717577353522054,Cold War (1946-1991)
Portugal,1957,4.36,7.21,14.06,2.56,0.822,10.77,7.18,14.36,25.13,14.36,0.036,0.059,0.116,0.021,0.089,0.059,0.118,0.207,0.118,4.980842911877392,0.7474,60.76,0.0717577353522054,Cold War (1946-1991)
Portugal,1958,4.36,7.21,14.06,2.56,0.863,10.77,7.18,14.36,25.13,14.36,0.038,0.062,0.121,0.022,0.093,0.062,0.124,0.217,0.124,4.987834549878345,0.7847999999999999,60.76,0.0717577353522054,Cold War (1946-1991)
Portugal,1959,4.36,7.21,14.06,2.56,0.906,10.77,7.18,14.36,25.13,14.36,0.04,0.065,0.127,0.023,0.098,0.065,0.13,0.228,0.13,4.9826187717265435,0.8240000000000001,60.76,0.0717577353522054,Cold War (1946-1991)
Portugal,1960,4.36,7.21,14.06,2.56,0.952,10.77,7.18,14.36,25.13,14.36,0.041,0.069,0.134,0.024,0.102,0.068,0.137,0.239,0.137,5.077262693156714,0.8652000000000001,60.76,0.0717577353522054,Cold War (1946-1991)
Portugal,1961,4.36,7.21,14.06,2.56,1.018,10.77,7.18,14.36,25.13,14.36,0.044,0.073,0.143,0.026,0.11,0.073,0.146,0.256,0.146,6.932773109243695,0.9122,60.76,0.0717577353522054,Cold War (1946-1991)
Portugal,1962,4.36,7.21,14.06,2.56,1.093,10.77,7.18,14.36,25.13,14.36,0.048,0.079,0.154,0.028,0.118,0.078,0.157,0.275,0.157,7.367387033398809,0.9663999999999999,60.76,0.0717577353522054,Cold War (1946-1991)
Portugal,1963,4.36,7.21,14.06,2.56,1.164,10.77,7.18,14.36,25.13,14.36,0.051,0.084,0.164,0.03,0.125,0.084,0.167,0.292,0.167,6.495882891125349,1.0266,60.76,0.0717577353522054,Cold War (1946-1991)
Portugal,1964,4.36,7.21,14.06,2.56,1.262,10.77,7.18,14.36,25.13,14.36,0.055,0.091,0.177,0.032,0.136,0.091,0.181,0.317,0.181,8.41924398625431,1.0978,60.76,0.0717577353522054,Cold War (1946-1991)
Portugal,1965,4.36,7.21,14.06,2.56,1.397,10.77,7.18,14.36,25.13,14.36,0.061,0.101,0.196,0.036,0.15,0.1,0.201,0.351,0.201,10.697305863708406,1.1868,60.76,0.0717577353522054,Cold War (1946-1991)
Portugal,1966,4.36,7.21,14.06,2.56,1.53,10.77,7.18,14.36,25.13,14.36,0.067,0.11,0.215,0.039,0.165,0.11,0.22,0.385,0.22,9.520400858983535,1.2892,60.76,0.0717577353522054,Cold War (1946-1991)
Portugal,1967,4.36,7.21,14.06,2.56,1.71,10.77,7.18,14.36,25.13,14.36,0.075,0.123,0.24,0.044,0.184,0.123,0.246,0.43,0.246,11.764705882352944,1.4125999999999999,60.76,0.0717577353522054,Cold War (1946-1991)
Portugal,1968,4.36,7.21,14.06,2.56,1.893,10.77,7.18,14.36,25.13,14.36,0.083,0.137,0.266,0.048,0.204,0.136,0.272,0.476,0.272,10.701754385964923,1.5584,60.76,0.0717577353522054,Cold War (1946-1991)
Portugal,1969,4.36,7.21,14.06,2.56,2.077,10.77,7.18,14.36,25.13,14.36,0.091,0.15,0.292,0.053,0.224,0.149,0.298,0.522,0.298,9.720021130480717,1.7213999999999998,60.76,0.0717577353522054,Cold War (1946-1991)
Portugal,1970,4.36,7.21,14.06,2.56,2.311,10.77,7.18,14.36,25.13,14.36,0.101,0.167,0.325,0.059,0.249,0.166,0.332,0.581,0.332,11.266249398170448,1.9042000000000001,60.76,0.0717577353522054,Cold War (1946-1991)
Portugal,1971,4.36,7.21,14.06,2.56,2.622,10.77,7.18,14.36,25.13,14.36,0.114,0.189,0.369,0.067,0.282,0.188,0.377,0.659,0.377,13.457377758546073,2.1226,60.76,0.0717577353522054,Cold War (1946-1991)
Portugal,1972,4.36,7.21,14.06,2.56,3.203,10.77,7.18,14.36,25.13,14.36,0.14,0.231,0.45,0.082,0.345,0.23,0.46,0.805,0.46,22.15865751334858,2.4212,60.76,0.0717577353522054,Cold War (1946-1991)
Portugal,1973,4.36,7.21,14.06,2.56,4.3,10.77,7.18,14.36,25.13,14.36,0.187,0.31,0.605,0.11,0.463,0.309,0.618,1.081,0.618,34.24914142990947,2.9026,60.76,0.0717577353522054,Cold War (1946-1991)
Portugal,1974,4.36,7.21,14.06,2.56,4.99,10.77,7.18,14.36,25.13,14.36,0.218,0.36,0.702,0.128,0.537,0.358,0.717,1.254,0.717,16.04651162790698,3.4852000000000003,60.76,0.0717577353522054,Cold War (1946-1991)
Portugal,1975,4.36,7.21,14.06,2.56,5.513,10.77,7.18,14.36,25.13,14.36,0.24,0.398,0.775,0.141,0.594,0.396,0.792,1.385,0.792,10.480961923847687,4.1256,60.76,0.0717577353522054,Cold War (1946-1991)
Portugal,1976,4.36,7.21,14.06,3.64,6.334,10.61,7.07,14.14,24.75,14.14,0.276,0.457,0.891,0.231,0.672,0.448,0.896,1.568,0.896,14.892073281335016,4.868,60.16,0.07247340425531916,Cold War (1946-1991)
Portugal,1977,4.36,7.21,14.06,7.96,6.738,9.96,6.64,13.28,23.24,13.28,0.294,0.486,0.947,0.536,0.671,0.447,0.895,1.566,0.895,6.378275970950442,5.575,57.79,0.07544557881986504,Cold War (1946-1991)
Portugal,1978,4.36,7.21,14.06,7.96,7.381,9.96,6.64,13.28,23.24,13.28,0.322,0.532,1.038,0.588,0.735,0.49,0.98,1.715,0.98,9.542891065598091,6.1912,57.79,0.07544557881986504,Cold War (1946-1991)
Portugal,1979,4.36,7.21,14.06,8.69,8.309,9.85,6.57,13.13,22.98,13.13,0.362,0.599,1.168,0.722,0.818,0.546,1.091,1.909,1.091,12.572822110825088,6.855000000000001,57.38,0.07598466364586964,Cold War (1946-1991)
Portugal,1980,4.36,7.21,14.06,8.48,10.817,9.88,6.59,13.18,23.06,13.18,0.472,0.78,1.521,0.917,1.069,0.713,1.426,2.494,1.426,30.18413768203154,7.9158,57.51,0.07581290210398192,Cold War (1946-1991)
Portugal,1981,4.36,7.21,14.06,13.26,11.365,9.17,6.11,12.22,21.39,12.22,0.495,0.819,1.598,1.507,1.042,0.694,1.389,2.431,1.389,5.066099657945822,8.922,54.879999999999995,0.07944606413994171,Cold War (1946-1991)
Portugal,1982,4.36,7.21,14.06,14.34,10.666,9.0,6.0,12.0,21.01,12.0,0.465,0.769,1.5,1.529,0.96,0.64,1.28,2.241,1.28,-6.150461944566654,9.7076,54.28,0.08032424465733236,Cold War (1946-1991)
Portugal,1983,4.36,7.21,14.06,15.71,10.081,8.8,5.87,11.73,20.53,11.73,0.44,0.727,1.417,1.584,0.887,0.592,1.183,2.07,1.183,-5.484717794862181,10.2476,53.53,0.0814496543994022,Cold War (1946-1991)
Portugal,1984,4.36,7.21,14.06,18.57,8.941,8.37,5.58,11.16,19.53,11.16,0.39,0.645,1.257,1.66,0.748,0.499,0.998,1.746,0.998,-11.308401944251557,10.374,51.959999999999994,0.08391070053887607,Cold War (1946-1991)
Portugal,1985,4.36,7.21,14.06,17.32,10.938,8.56,5.7,11.41,19.96,11.41,0.477,0.789,1.538,1.895,0.936,0.623,1.248,2.183,1.248,22.33530924952465,10.3982,52.64,0.08282674772036475,Cold War (1946-1991)
Portugal,1986,4.36,7.21,14.06,20.58,15.67,8.07,5.38,10.76,18.82,10.76,0.683,1.13,2.203,3.225,1.265,0.843,1.686,2.949,1.686,43.26202230755165,11.2592,50.85,0.08574237954768929,Cold War (1946-1991)
Portugal,1987,4.36,7.21,14.06,19.88,17.443,8.17,5.45,10.9,19.07,10.9,0.76,1.258,2.452,3.468,1.425,0.951,1.901,3.326,1.901,11.314613911933646,12.614600000000001,51.24,0.08508977361436378,Cold War (1946-1991)
Portugal,1988,4.36,9.0,14.06,19.22,20.169,8.0,5.34,10.67,18.67,10.67,0.879,1.815,2.836,3.877,1.614,1.077,2.152,3.766,2.152,15.628045634351873,14.632200000000001,52.400000000000006,0.083206106870229,Cold War (1946-1991)
Portugal,1989,4.44,9.87,14.06,17.09,22.68,8.18,5.45,10.91,19.09,10.91,1.007,2.238,3.189,3.876,1.855,1.236,2.474,4.33,2.474,12.449799196787147,17.380000000000003,53.92999999999999,0.08232894492861118,Cold War (1946-1991)
Portugal,1990,4.24,10.27,14.06,18.95,30.567,7.87,5.25,10.49,18.37,10.49,1.296,3.139,4.298,5.792,2.406,1.605,3.206,5.615,3.206,34.77513227513227,21.305799999999998,53.190000000000005,0.07971423199849595,Cold War (1946-1991)
Portugal,1991,3.88,11.02,14.06,18.34,37.234,7.9,5.27,10.54,18.44,10.54,1.445,4.103,5.235,6.829,2.941,1.962,3.924,6.866,3.924,21.811103477606576,25.618600000000004,54.059999999999995,0.07177210506844248,Cold War (1946-1991)
Portugal,1992,3.68,10.59,14.06,19.34,46.379,7.85,5.23,10.47,18.32,10.47,1.707,4.911,6.521,8.97,3.641,2.426,4.856,8.497,4.856,24.56088521244022,31.4058,53.44,0.0688622754491018,Post-Cold-War (1992-2007)
Portugal,1993,3.76,10.53,14.06,15.66,42.51,8.4,5.6,11.2,19.59,11.2,1.598,4.476,5.977,6.657,3.571,2.381,4.761,8.328,4.761,-8.34213760538175,35.874,55.379999999999995,0.06789454676778621,Post-Cold-War (1992-2007)
Portugal,1994,3.86,10.92,14.06,13.21,41.884,8.69,5.79,11.59,20.28,11.59,1.617,4.574,5.889,5.533,3.64,2.425,4.854,8.494,4.854,-1.4725946836038561,39.714800000000004,56.85000000000001,0.06789797713280561,Post-Cold-War (1992-2007)
Portugal,1995,4.01,11.66,14.06,14.91,52.735,8.3,5.54,11.07,19.38,11.07,2.115,6.149,7.415,7.863,4.377,2.922,5.838,10.22,5.838,25.90726769171998,44.148399999999995,56.169999999999995,0.07139042193341642,Post-Cold-War (1992-2007)
Portugal,1996,3.72,12.6,14.06,13.05,54.547,8.48,5.66,11.31,19.8,11.31,2.029,6.873,7.669,7.118,4.626,3.087,6.169,10.8,6.169,3.4360481653550767,47.611,57.77,0.06439328371126883,Post-Cold-War (1992-2007)
Portugal,1997,3.64,11.87,14.06,10.74,50.432,8.95,5.97,11.94,20.89,11.94,1.836,5.986,7.091,5.416,4.514,3.011,6.022,10.535,6.022,-7.543952921333885,48.4216,58.76,0.06194690265486726,Post-Cold-War (1992-2007)
Portugal,1998,3.34,11.87,14.06,8.49,55.294,9.34,6.22,12.45,21.79,12.45,1.847,6.563,7.774,4.694,5.164,3.439,6.884,12.049,6.884,9.640704314720793,50.9784,60.17,0.055509390061492435,Post-Cold-War (1992-2007)
Portugal,1999,3.35,11.87,14.06,7.99,56.568,9.41,6.27,12.55,21.96,12.55,1.895,6.715,7.953,4.52,5.323,3.547,7.099,12.422,7.099,2.304047455420122,53.91519999999999,60.44,0.055426869622766384,Post-Cold-War (1992-2007)
Portugal,2000,3.28,12.05,14.06,8.05,52.996,9.38,6.26,12.51,21.89,12.51,1.738,6.386,7.451,4.266,4.971,3.318,6.63,11.601,6.63,-6.314524112572473,53.9674,60.51,0.05420591637745827,Post-Cold-War (1992-2007)
Portugal,2001,3.28,12.1,13.72,7.78,55.599,9.47,6.31,12.63,22.1,12.63,1.824,6.728,7.628,4.326,5.265,3.508,7.022,12.287,7.022,4.911691448411193,54.177800000000005,60.550000000000004,0.05417010734929809,Post-Cold-War (1992-2007)
Portugal,2002,3.32,11.9,14.46,7.31,62.225,9.45,6.3,12.6,22.06,12.6,2.066,7.405,8.998,4.549,5.88,3.92,7.84,13.727,7.84,11.917480530225365,56.5364,61.02,0.054408390691576526,Post-Cold-War (1992-2007)
Portugal,2003,3.16,11.64,14.18,6.84,78.9,9.63,6.42,12.84,22.46,12.84,2.493,9.184,11.188,5.397,7.598,5.065,10.131,17.721,10.131,26.79791080755325,61.257600000000004,61.120000000000005,0.05170157068062827,Post-Cold-War (1992-2007)
Portugal,2004,3.27,10.96,14.54,6.53,91.809,9.71,6.47,12.94,22.65,12.94,3.002,10.062,13.349,5.995,8.915,5.94,11.88,20.795,11.88,16.36121673003801,68.3058,61.089999999999996,0.05352758225568833,Post-Cold-War (1992-2007)
Portugal,2005,3.41,10.85,14.63,6.37,97.885,9.71,6.47,12.95,22.66,12.95,3.338,10.621,14.321,6.235,9.505,6.333,12.676,22.181,12.676,6.618087551329399,77.2836,61.09,0.05581928302504501,Post-Cold-War (1992-2007)
Portugal,2006,3.35,10.87,13.12,7.05,100.235,9.84,6.56,13.12,22.96,13.12,3.358,10.896,13.151,7.067,9.863,6.575,13.151,23.014,13.151,2.400776421310713,86.2108,60.07,0.055768270351256866,Post-Cold-War (1992-2007)
Portugal,2007,3.09,11.05,13.03,7.47,113.159,9.8,6.54,13.07,22.87,13.07,3.497,12.504,14.745,8.453,11.09,7.401,14.79,25.88,14.79,12.893699805457182,96.3976,60.02,0.051482839053648775,Post-Cold-War (1992-2007)
Portugal,2008,3.12,10.32,13.17,7.65,127.227,9.86,6.57,13.15,23.01,13.15,3.969,13.13,16.756,9.733,12.545,8.359,16.73,29.275,16.73,12.43206461704327,106.06299999999999,59.65,0.05230511316010059,Post-GFC (2008-2019)
Portugal,2009,3.05,11.07,12.86,6.92,127.214,9.91,6.61,13.22,23.13,13.22,3.88,14.083,16.36,8.803,12.607,8.409,16.818,29.425,16.818,-0.010217956880220758,113.144,60.28,0.05059721300597213,Post-GFC (2008-2019)
Portugal,2010,2.87,10.42,12.84,6.91,126.464,10.04,6.7,13.39,23.44,13.39,3.63,13.178,16.238,8.739,12.697,8.473,16.934,29.643,16.934,-0.5895577530774965,118.85979999999999,60.09,0.04776169079713763,Post-GFC (2008-2019)
Portugal,2011,2.98,10.23,12.53,9.84,131.142,9.66,6.44,12.88,22.55,12.88,3.908,13.416,16.432,12.904,12.668,8.446,16.891,29.572,16.891,3.6990764170040435,125.0412,58.190000000000005,0.05121154837600962,Post-GFC (2008-2019)
Portugal,2012,2.88,10.12,12.1,10.96,115.411,9.59,6.39,12.79,22.38,12.79,3.324,11.68,13.965,12.649,11.068,7.375,14.761,25.829,14.761,-11.995394305409402,125.49160000000002,57.38999999999999,0.0501829587036069,Post-GFC (2008-2019)
Portugal,2013,2.89,10.54,11.71,10.56,124.133,9.65,6.43,12.86,22.51,12.86,3.587,13.084,14.536,13.108,11.979,7.982,15.963,27.942,15.963,7.557338555250359,124.87280000000001,57.620000000000005,0.05015619576535925,Post-GFC (2008-2019)
Portugal,2014,2.53,9.91,11.15,10.24,131.467,9.93,6.62,13.23,23.16,13.23,3.326,13.028,14.659,13.462,13.055,8.703,17.393,30.448,17.393,5.90817913044881,125.7234,57.45,0.044038294168842466,Post-GFC (2008-2019)
Portugal,2015,2.76,10.15,11.91,10.34,105.225,9.73,6.48,12.97,22.69,12.97,2.904,10.68,12.532,10.88,10.238,6.819,13.648,23.876,13.648,-19.960902736047835,121.47560000000001,57.72,0.04781704781704781,Post-GFC (2008-2019)
Portugal,2016,3.44,11.05,12.9,9.98,102.415,9.39,6.26,12.53,21.92,12.53,3.523,11.317,13.212,10.221,9.617,6.411,12.833,22.449,12.833,-2.6704680446661855,115.73020000000001,58.400000000000006,0.05890410958904109,Post-GFC (2008-2019)
Portugal,2017,2.73,11.05,12.54,9.02,110.568,9.7,6.47,12.93,22.63,12.93,3.019,12.218,13.865,9.973,10.725,7.154,14.296,25.022,14.296,7.960747937313872,114.7616,59.15,0.046153846153846156,Post-GFC (2008-2019)
Portugal,2018,3.1,10.81,13.31,8.49,114.255,9.64,6.43,12.86,22.5,12.86,3.542,12.351,15.207,9.7,11.014,7.347,14.693,25.707,14.693,3.33459952246582,112.78600000000002,59.480000000000004,0.05211835911230665,Post-GFC (2008-2019)
Portugal,2019,3.24,10.89,13.6,7.61,111.552,9.7,6.47,12.93,22.63,12.93,3.614,12.148,15.171,8.489,10.821,7.217,14.424,25.244,14.424,-2.3657607982145112,108.803,60.050000000000004,0.05395503746877602,Post-GFC (2008-2019)
Portugal,2020,2.9,9.9,13.76,6.43,122.837,10.05,6.7,13.4,23.45,13.4,3.562,12.161,16.902,7.898,12.345,8.23,16.46,28.805,16.46,10.116358290304062,112.32539999999999,60.51,0.04792596265080152,COVID era (2020+)
Portugal,2021,3.2,10.08,14.79,5.63,130.601,9.94,6.63,13.26,23.2,13.26,4.179,13.165,19.316,7.353,12.982,8.659,17.318,30.3,17.318,6.32057116341167,117.9626,61.32999999999999,0.052176748736344376,COVID era (2020+)
Portugal,2022,3.17,10.37,14.99,4.91,121.331,9.98,6.66,13.31,23.29,13.31,3.846,12.582,18.188,5.957,12.109,8.081,16.149,28.258,16.149,-7.09795483954947,120.1152,61.96,0.051162040025823106,COVID era (2020+)
Portugal,2023,3.49,10.37,14.56,5.73,130.506,9.88,6.58,13.17,23.05,13.17,4.555,13.533,19.002,7.478,12.894,8.587,17.188,30.082,17.188,7.5619586090941215,123.3654,61.150000000000006,0.057072771872444805,COVID era (2020+)
Portugal,2024,3.57,10.37,14.56,5.73,140.03,9.87,6.58,13.15,23.02,13.15,4.999,14.521,20.388,8.024,13.821,9.214,18.414,32.235,18.414,7.297748762508993,129.061,61.1,0.05842880523731587,COVID era (2020+)
Portugal,2025,3.57,10.37,14.56,5.73,154.755,9.87,6.58,13.15,23.02,13.15,5.525,16.048,22.532,8.867,15.274,10.183,20.35,35.625,20.35,10.515603799185879,135.4446,61.1,0.05842880523731587,COVID era (2020+)
Portugal,2026,3.57,10.37,14.56,5.73,160.171,9.87,6.58,13.15,23.02,13.15,5.718,16.61,23.321,9.178,15.809,10.539,21.062,36.871,21.062,3.499725372362761,141.3586,61.1,0.05842880523731587,COVID era (2020+)
Romania,1946,11.82,14.73,5.0,3.21,2.198,16.31,9.79,13.05,13.05,13.05,0.26,0.324,0.11,0.071,0.358,0.215,0.287,0.287,0.287,,2.198,45.83,0.25790966615753874,Cold War (1946-1991)
Romania,1947,11.82,14.73,5.0,3.21,2.308,16.31,9.79,13.05,13.05,13.05,0.273,0.34,0.115,0.074,0.376,0.226,0.301,0.301,0.301,5.004549590536844,2.253,45.83,0.25790966615753874,Cold War (1946-1991)
Romania,1948,11.82,14.73,5.0,3.21,2.423,16.31,9.79,13.05,13.05,13.05,0.286,0.357,0.121,0.078,0.395,0.237,0.316,0.316,0.316,4.982668977469684,2.3096666666666668,45.83,0.25790966615753874,Cold War (1946-1991)
Romania,1949,11.82,14.73,5.0,3.21,2.544,16.31,9.79,13.05,13.05,13.05,0.301,0.375,0.127,0.082,0.415,0.249,0.332,0.332,0.332,4.993809327280241,2.3682499999999997,45.83,0.25790966615753874,Cold War (1946-1991)
Romania,1950,11.82,14.73,5.0,3.21,2.671,16.31,9.79,13.05,13.05,13.05,0.316,0.393,0.134,0.086,0.436,0.262,0.349,0.349,0.349,4.9921383647798745,2.4288,45.83,0.25790966615753874,Cold War (1946-1991)
Romania,1951,11.82,14.73,5.0,3.21,2.805,16.31,9.79,13.05,13.05,13.05,0.332,0.413,0.14,0.09,0.457,0.275,0.366,0.366,0.366,5.016847622613274,2.5502,45.83,0.25790966615753874,Cold War (1946-1991)
Romania,1952,11.82,14.73,5.0,3.21,2.945,16.31,9.79,13.05,13.05,13.05,0.348,0.434,0.147,0.095,0.48,0.288,0.384,0.384,0.384,4.991087344028511,2.6776,45.83,0.25790966615753874,Cold War (1946-1991)
Romania,1953,11.82,14.73,5.0,3.21,3.092,16.31,9.79,13.05,13.05,13.05,0.366,0.456,0.155,0.099,0.504,0.303,0.404,0.404,0.404,4.991511035653651,2.8114,45.83,0.25790966615753874,Cold War (1946-1991)
Romania,1954,11.82,14.73,5.0,3.21,3.247,16.31,9.79,13.05,13.05,13.05,0.384,0.478,0.162,0.104,0.53,0.318,0.424,0.424,0.424,5.012936610608021,2.9519999999999995,45.83,0.25790966615753874,Cold War (1946-1991)
Romania,1955,11.82,14.73,5.0,3.21,3.409,16.31,9.79,13.05,13.05,13.05,0.403,0.502,0.17,0.109,0.556,0.334,0.445,0.445,0.445,4.989220819217732,3.0995999999999997,45.83,0.25790966615753874,Cold War (1946-1991)
Romania,1956,11.82,14.73,5.0,3.21,3.58,16.31,9.79,13.05,13.05,13.05,0.423,0.527,0.179,0.115,0.584,0.35,0.467,0.467,0.467,5.016133763567043,3.2546,45.83,0.25790966615753874,Cold War (1946-1991)
Romania,1957,11.82,14.73,5.0,3.21,3.759,16.31,9.79,13.05,13.05,13.05,0.444,0.554,0.188,0.121,0.613,0.368,0.491,0.491,0.491,5.000000000000004,3.4173999999999998,45.83,0.25790966615753874,Cold War (1946-1991)
Romania,1958,11.82,14.73,5.0,3.21,3.947,16.31,9.79,13.05,13.05,13.05,0.467,0.581,0.197,0.127,0.644,0.386,0.515,0.515,0.515,5.001330140994953,3.5884,45.83,0.25790966615753874,Cold War (1946-1991)
Romania,1959,11.82,14.73,5.0,3.21,4.144,16.31,9.79,13.05,13.05,13.05,0.49,0.61,0.207,0.133,0.676,0.406,0.541,0.541,0.541,4.991132505700535,3.7678,45.83,0.25790966615753874,Cold War (1946-1991)
Romania,1960,11.82,14.73,5.0,3.21,4.351,16.31,9.79,13.05,13.05,13.05,0.514,0.641,0.218,0.14,0.71,0.426,0.568,0.568,0.568,4.995173745173731,3.9562,45.83,0.25790966615753874,Cold War (1946-1991)
Romania,1961,11.82,14.73,5.0,3.21,4.569,16.31,9.79,13.05,13.05,13.05,0.54,0.673,0.228,0.147,0.745,0.447,0.596,0.596,0.596,5.010342450011485,4.154000000000001,45.83,0.25790966615753874,Cold War (1946-1991)
Romania,1962,11.82,14.73,5.0,3.21,4.797,16.31,9.79,13.05,13.05,13.05,0.567,0.707,0.24,0.154,0.782,0.47,0.626,0.626,0.626,4.990151017728173,4.3616,45.83,0.25790966615753874,Cold War (1946-1991)
Romania,1963,11.82,14.73,5.0,3.21,5.037,16.31,9.79,13.05,13.05,13.05,0.595,0.742,0.252,0.162,0.822,0.493,0.657,0.657,0.657,5.003126954346482,4.579599999999999,45.83,0.25790966615753874,Cold War (1946-1991)
Romania,1964,11.82,14.73,5.0,3.21,5.289,16.31,9.79,13.05,13.05,13.05,0.625,0.779,0.264,0.17,0.863,0.518,0.69,0.69,0.69,5.002977963073252,4.8086,45.83,0.25790966615753874,Cold War (1946-1991)
Romania,1965,11.82,14.73,5.0,3.21,5.553,16.31,9.79,13.05,13.05,13.05,0.656,0.818,0.278,0.178,0.906,0.544,0.725,0.725,0.725,4.9914917753828725,5.049,45.83,0.25790966615753874,Cold War (1946-1991)
Romania,1966,11.82,14.73,5.0,3.21,5.831,16.31,9.79,13.05,13.05,13.05,0.689,0.859,0.292,0.187,0.951,0.571,0.761,0.761,0.761,5.006302899333703,5.3014,45.83,0.25790966615753874,Cold War (1946-1991)
Romania,1967,11.82,14.73,5.0,3.21,6.123,16.31,9.79,13.05,13.05,13.05,0.724,0.902,0.306,0.197,0.999,0.599,0.799,0.799,0.799,5.007717372663345,5.5666,45.83,0.25790966615753874,Cold War (1946-1991)
Romania,1968,11.82,14.73,5.0,3.21,6.429,16.31,9.79,13.05,13.05,13.05,0.76,0.947,0.321,0.206,1.049,0.629,0.839,0.839,0.839,4.9975502204801625,5.845,45.83,0.25790966615753874,Cold War (1946-1991)
Romania,1969,11.82,14.73,5.0,3.21,6.75,16.31,9.79,13.05,13.05,13.05,0.798,0.994,0.338,0.217,1.101,0.661,0.881,0.881,0.881,4.993000466635555,6.1372,45.83,0.25790966615753874,Cold War (1946-1991)
Romania,1970,11.82,14.73,5.0,3.21,7.088,16.31,9.79,13.05,13.05,13.05,0.838,1.044,0.354,0.228,1.156,0.694,0.925,0.925,0.925,5.007407407407416,6.4442,45.83,0.25790966615753874,Cold War (1946-1991)
Romania,1971,11.82,14.73,5.0,3.21,7.442,16.31,9.79,13.05,13.05,13.05,0.88,1.096,0.372,0.239,1.214,0.729,0.971,0.971,0.971,4.994356659142207,6.7664,45.83,0.25790966615753874,Cold War (1946-1991)
Romania,1972,11.82,14.73,5.0,3.21,7.814,16.31,9.79,13.05,13.05,13.05,0.924,1.151,0.391,0.251,1.275,0.765,1.02,1.02,1.02,4.998656275194846,7.1046,45.83,0.25790966615753874,Cold War (1946-1991)
Romania,1973,11.82,14.73,5.0,3.21,8.205,16.31,9.79,13.05,13.05,13.05,0.97,1.209,0.41,0.263,1.338,0.803,1.071,1.071,1.071,5.00383926286152,7.4597999999999995,45.83,0.25790966615753874,Cold War (1946-1991)
Romania,1974,11.82,14.73,5.0,3.21,8.615,16.31,9.79,13.05,13.05,13.05,1.018,1.269,0.431,0.277,1.405,0.843,1.124,1.124,1.124,4.99695307739183,7.832800000000001,45.83,0.25790966615753874,Cold War (1946-1991)
Romania,1975,11.82,14.73,5.0,3.21,9.046,16.31,9.79,13.05,13.05,13.05,1.069,1.332,0.452,0.29,1.475,0.886,1.18,1.18,1.18,5.002901915264069,8.2244,45.83,0.25790966615753874,Cold War (1946-1991)
Romania,1976,11.82,14.73,5.0,3.21,9.498,16.31,9.79,13.05,13.05,13.05,1.123,1.399,0.475,0.305,1.549,0.93,1.24,1.24,1.24,4.996683617068309,8.6356,45.83,0.25790966615753874,Cold War (1946-1991)
Romania,1977,11.82,14.73,5.0,3.21,9.973,16.31,9.79,13.05,13.05,13.05,1.179,1.469,0.499,0.32,1.627,0.976,1.301,1.301,1.301,5.0010528532322684,9.067400000000001,45.83,0.25790966615753874,Cold War (1946-1991)
